Emissions_tCO2_coal_dispatched,Emissions_tCO2_cogen_gas,Emissions_tCO2_cogen_wood,Emissions_tCO2_gas_ocgt_dispatched,Emissions_tCO2_geothermal_dispatched,kWh_coal_dispatched,kWh_cogen_gas,kWh_cogen_wood,kWh_gas_ocgt_dispatched,kWh_geothermal_dispatched,kWh_hydro_dispatched,kWh_solar_dispatched,kWh_wind_dispatched,Total_Emissions_tCO2_,Total_kWh_,EF_tCO2_per_MWh_
0.0,19.93312002037925,50.38587704337618,0.0,104.24971786820232,0.0,33286.7433400926,138422.73913015437,0.0,1596725.2091,3042276.73,0.0,1093748.6751,174.56871493195774,5904460.096670248,0.029565567735888972
0.0,19.856003846097735,50.190946893383035,0.0,104.24971786820232,0.0,33157.96539173056,137887.21674006328,0.0,1596725.2091,2495619.57,0.0,1388630.6972,174.2966686076831,5652020.6584317945,0.030837939055948765
0.0,1.825483803673915,4.6143605407759205,0.0,104.24971786820232,0.0,3048.4144369905557,12676.81467246132,0.0,1596725.2091,2052982.2,0.0,1737427.017,110.68956221265216,5402859.655209452,0.020487217746980525
0.0,3.915489810164561,9.897366189429603,0.0,104.24971786820232,0.0,6538.560156585858,27190.56645447693,0.0,1596725.2091,2122532.53,0.0,1510539.333,118.06257386779649,5263526.198711063,0.0224303194114827
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,1888154.7779558536,0.0,1750779.521,104.24971786820232,5235659.508055854,0.01991147776279156
0.0,1.0285016448552677,2.599791571194367,0.0,104.24971786820232,0.0,1717.5168885833557,7142.284536248262,0.0,1596725.2091,1960346.11,55503.26701235397,1804783.249,107.87801108425197,5426217.636537186,0.01988088541783882
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,1313734.029484799,880441.0963812285,1844915.423,104.24971786820232,5635815.757966027,0.0184977157425434
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,434255.7047896856,2030210.9504797002,1874659.65,104.24971786820232,5935851.514369385,0.017562723328883274
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,437015.0773720119,2759922.335227159,1493664.531,104.24971786820232,6287327.152699171,0.016580927846811276
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,652105.4462363904,3160594.791704404,1278328.3426,104.24971786820232,6687753.7896407945,0.015588151290749247
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,372793.28183495183,3222366.0032397388,1554528.075,104.24971786820232,6746412.569174691,0.015452615267636308
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,256883.1828405694,3269466.062410559,1668078.822,104.24971786820232,6791153.276351129,0.015350812097148758
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,4950.033183819614,3216088.480968205,1876042.264,104.24971786820232,6693805.987252025,0.015574057280228919
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,4537.396394014824,3090970.3305773404,1848037.025,104.24971786820232,6540269.961071355,0.015939665868337533
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,4735.636089665466,3008329.2208501277,1899074.095,104.24971786820232,6508864.161039793,0.016016576055191235
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,73827.47242543707,2800963.6668211306,1989147.01,104.24971786820232,6460663.3583465675,0.016136070258717557
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,659128.4598115368,2390482.7193688643,1951842.317,104.24971786820232,6598178.705280401,0.01579977180441827
0.0,0.0,0.0,0.0,104.24971786820232,0.0,0.0,0.0,0.0,1596725.2091,1253236.6973344055,1911063.4088310045,2051529.455,104.24971786820232,6812554.77026541,0.015302587851949243
21.010209459981738,0.0,0.0,0.0,104.24971786820232,20802.187584140334,0.0,0.0,0.0,1596725.2091,2330254.65,1173356.4094052422,1831028.398,125.25992732818406,6952166.854089383,0.018017393707186996
